,,5/17/2025,5/26/2025,5/17/2025,5/26/2025,5/26/2025,5/26/2025,5/26/2025,5/17/2025,5/26/2025
7. Dry Lake Valley,"7,000-8,000'",0,NA,0,0,0,0,226,NA,NA
,"8,000-9,000'",4,0,0,0,0,0,52,NA,NA
,"9,000-10,000'",32,0,0.1,0,0,0,9,NA,NA
,"10,000-11,000'",44,13,0.5,0.1,2.2,6,2,NA,NA
8. Eastern Nevada,"7,000-8,000'",107,20,0,0,0,2,"2,847",0.1 ( 1 ),0.0 ( 1 )
,"8,000-9,000'",48,12,0.1,0,0,96,"1,108",0.0 ( 3 ),0.0 ( 3 )
,"9,000-10,000'",44,26,0.4,0.1,1.2,973,308,3.8 ( 2 ),1.3 ( 2 )
,"10,000-11,000'",60,77,1.7,0.8,10.9,"3,745",93,0.1 ( 2 ),0.0 ( 2 )
,">11,000'",69,124,3.6,2.2,31.4,"1,980",17,NA,NA
9. Flathead,"3,000-4,000'",14,197,0,0,0,24,"2,020",0.0 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",77,182,0.1,0,0.8,"3,294","1,900",0.0 ( 3 ),0.0 ( 3 )
,"5,000-6,000'",87,116,1.9,0.7,9.5,"58,939","1,689",14.1 ( 3 ),13.9 ( 3 )
,"6,000-7,000'",90,103,7.6,3.9,40.2,"292,569","1,392",21.0 ( 4 ),19.0 ( 4 )
,"7,000-8,000'",100,94,14.1,8.6,66.1,"221,936",483,NA,NA
,"8,000-9,000'",95,80,18.3,13,81.3,"27,702",40,NA,NA
,"9,000-10,000'",98,83,19.7,12.2,76.3,"1,007",2,NA,NA
10. Grande Ronde-Burnt-Powder_Imnaha,"4,000-5,000'",162,76,0.1,0,0.1,826,"3,095",1.0 ( 1 ),0.0 ( 1 )
,"5,000-6,000'",126,116,1.1,0.2,3,"11,512","1,376",2.2 ( 7 ),0.9 ( 8 )
,"6,000-7,000'",88,104,5,1.9,24.8,"48,879",485,NA,NA
,"7,000-8,000'",70,89,11.8,8.2,67.6,"119,000",274,13.1 ( 2 ),11.3 ( 2 )
,"8,000-9,000'",60,80,13.1,11.5,76.2,"48,483",79,NA,NA
,"9,000-10,000'",60,77,10,8.8,71.1,"1,320",3,NA,NA
11. Guano,"5,000-6,000'",273,173,0,0,0,7,"1,484",0.0 ( 1 ),0.0 ( 1 )
,"6,000-7,000'",>300† ,0,0.1,0,0,0,527,NA,NA
,"7,000-8,000'",280,43,1.7,0.1,1.3,91,25,NA,NA
12. Harney-Malheur Lakes,"5,000-6,000'",35,0,0,0,0,0,248,NA,NA
,"6,000-7,000'",249,96,0.2,0,0.1,9,28,NA,NA
13. John Day,"5,000-6,000'",70,61,0.1,0,0.2,512,"1,199",0.0 ( 2 ),0.0 ( 2 )
,"6,000-7,000'",107,108,3.2,0.7,10.1,"8,730",249,NA,NA
,"7,000-8,000'",92,111,9.7,5.3,61.5,"14,814",53,NA,NA
,"8,000-9,000'",73,85,12.1,8.5,87.3,784,2,NA,NA
14. Kootenai,"4,000-5,000'",56,106,0.2,0.1,1.2,"2,400",887,0.1 ( 2 ),0.0 ( 2 )
,"5,000-6,000'",64,76,2,0.7,12.1,"22,019",612,7.3 ( 2 ),4.0 ( 2 )
,"6,000-7,000'",68,80,7.1,3.4,44.8,"29,875",166,29.2 ( 1 ),24.6 ( 1 )
,">7,000'",61,69,11.7,7.2,71.8,"3,013",8,NA,NA
15. Lake County-Goose Lake,"5,000-6,000'",>300† ,109,0,0,0.1,311,"2,688",0.0 ( 1 ),0.0 ( 1 )
,"6,000-7,000'",203,107,1.3,0.2,3.8,"7,578",797,NA,NA
,"7,000-8,000'",104,127,4.5,2.1,29.3,"12,919",115,21.1 ( 1 ),13.7 ( 1 )
,"8,000-9,000'",85,124,9.2,7.1,73.1,655,2,NA,NA
16. Little Humboldt,"6,000-7,000'",144,17,0,0,0,4,326,0.1 ( 2 ),0.1 ( 2 )
,"7,000-8,000'",118,22,0.3,0,0.4,74,82,NA,NA
,"8,000-9,000'",96,88,1.4,0.5,7.7,296,11,5.4 ( 1 ),0.2 ( 1 )
,"9,000-10,000'",96,106,3.1,1.8,29.7,56,1,NA,NA
17. Lower Clark Fork,"5,000-6,000'",74,76,1.7,0.6,9.4,"32,950","1,091",31.0 ( 2 ),25.0 ( 2 )
,"6,000-7,000'",70,80,4.8,2.1,27.5,"39,223",350,30.0 ( 1 ),27.8 ( 1 )
,"7,000-8,000'",80,91,10.8,7.4,69.8,"9,498",24,27.8 ( 1 ),26.9 ( 1 )
,"8,000-9,000'",67,78,12.6,9.3,79.5,192,0,NA,NA
18. Lower Humboldt,"6,000-7,000'",300,0,0,0,0,0,213,0.0 ( 1 ),0.0 ( 1 )
,"7,000-8,000'",279,0,0.3,0,0,0,47,NA,NA
,"8,000-9,000'",140,7,0.9,0,0.2,5,14,NA,NA
,"9,000-10,000'",83,169,0.8,0.4,9.4,10,0,NA,NA
19. Lower Pend Oreille,"5,000-6,000'",110,184,3.4,1.1,16.6,"6,346",108,13.6 ( 1 ),9.4 ( 1 )
,">6,000'",92,158,8.1,4.6,56.3,"5,113",21,NA,NA
20. Lower Snake-Asotin,"3,000-4,000'",0,NA,0,0,0,0,190,0.1 ( 1 ),0.0 ( 1 )
,"4,000-5,000'",8,0,0,0,0,0,98,NA,NA
,"5,000-6,000'",83,20,0.9,0.1,0.9,109,39,0.0 ( 1 ),0.0 ( 1 )
,"6,000-7,000'",104,90,8.3,3,44.4,183,1,NA,NA
